ID Año Mes Día Hora Min Seg Lat Long Dep mb ms ml mp in 
35179 1987 4 21 19 26 0 11.62 -61.8 91 0 0 0 0 0 
35183 1987 4 22 4 49 0 11.15 -61.98 0 0 0 3.1 0 0 
35186 1987 4 22 17 34 0 11.52 -69.48 10 5 3.7 0 0 0 
35200 1987 4 25 2 31 0 10.5 -62.22 0 0 0 0 0 0 
35211 1987 4 26 7 42 0 10.74 -61.69 9 0 0 0 0 0 
35214 1987 4 26 21 32 0 10.34 -62.18 70 0 0 2.9 0 0 
35215 1987 4 26 22 38 0 10.22 -62.01 0 0 0 0 0 0 
35220 1987 4 28 0 45 0 11.05 -62 64 0 0 2.8 0 0 
35227 1987 4 29 22 17 0 10.67 -61.68 10 0 0 0 0 0 
35232 1987 4 30 14 28 0 11.73 -60.85 86 0 0 0 0 0 
35248 1987 5 6 4 29 0 10.79 -62.37 63 0 0 4.2 0 0 
35269 1987 5 9 9 17 0 6.78 -73.83 0 4.7 3.6 0 0 0 
35270 1987 5 9 10 34 0 11.25 -61.7 13 0 0 2.7 0 0 
35279 1987 5 10 17 43 0 6.83 -73.01 1 4.7 3.6 0 0 0 
35282 1987 5 11 0 34 0 10.68 -62.7 140 4.3 0 4 0 0 
35286 1987 5 11 23 12 0 11.35 -62.1 87 0 0 0 0 0 
35289 1987 5 12 2 3 0 10.34 -62.5 20 0 0 0 0 0 
35295 1987 5 13 2 52 0 11.09 -60.85 8 0 0 2.2 0 0 
35298 1987 5 13 23 7 0 11.32 -61.56 10 0 0 0 0 0 
35299 1987 5 13 23 7 0 11.32 -61.56 10 0 0 4 0 0 
35307 1987 5 14 20 29 0 10.59 -60.83 30 0 0 0 0 0 
35309 1987 5 15 22 46 0 11.93 -60.65 33 0 0 0 0 0 
35310 1987 5 16 7 55 0 10.1 -62.1 12 0 0 2.8 0 0 
35328 1987 5 19 19 21 0 10.97 -62.29 27 0 0 3.2 0 0 
35336 1987 5 20 16 23 0 10.73 -63.28 20 4.3 0 4 0 0 
35341 1987 5 21 12 9 0 10.72 -62.56 0 0 0 3.4 0 0 
35345 1987 5 23 1 36 0 10.73 -61.43 28 0 0 2.4 0 0 
35352 1987 5 25 20 16 0 10.18 -62.16 7 0 0 2.8 0 0 
35367 1987 5 28 9 43 0 10.98 -61.89 3 0 0 0 0 0 
35371 1987 5 28 19 0 0 11.13 -61.87 16 0 0 0 0 0 
35374 1987 5 29 20 34 0 10.91 -61.77 36 0 0 2.5 0 0 
35375 1987 5 29 22 39 0 11.05 -62.33 0 0 0 2.9 0 0 
35378 1987 5 30 21 8 0 10.74 -61.94 25 0 0 0 0 0 
35386 1987 6 1 3 40 0 11.98 -62.03 141 5 0 5.2 0 0 
35396 1987 6 2 14 38 0 11.03 -61.85 70 0 0 0 0 0 
35403 1987 6 4 20 1 0 10.91 -62.02 95 0 0 0 0 0 
35437 1987 6 12 20 33 0 11.11 -61.57 34 0 0 0 0 0 
35439 1987 6 13 2 46 0 11.06 -61.94 66 0 0 0 0 0 
35442 1987 6 13 16 3 0 11.1 -61.69 0 0 0 2.6 0 0 
35448 1987 6 15 7 35 0 10.51 -61.57 19 0 0 0 0 0 
35450 1987 6 15 20 30 0 10.2 -61.74 64 0 0 0 0 0 
35452 1987 6 16 9 36 0 10.98 -62.1 61 0 0 0 0 0 
35467 1987 6 20 20 45 0 10.52 -61.83 22 0 0 0 0 0 
35476 1987 6 23 20 17 0 10.6 -61.74 36 0 0 0 0 0 
35481 1987 6 24 11 28 0 10.62 -62.24 53 0 0 3 0 0 
35508 1987 6 28 15 17 0 10.48 -61.86 22 0 0 0 0 0 
35522 1987 6 30 11 28 0 10.97 -62.26 61 0 0 0 0 0 
35532 1987 7 2 5 53 0 8.39 -61.71 33 0 0 0 0 0 
35543 1987 7 3 18 43 0 10.46 -60.72 48 0 0 0 0 0 
35547 1987 7 4 5 16 0 11.1 -61.61 10 0 0 0 0 0 
35549 1987 7 4 17 16 0 10.9 -62.14 77 4.6 0 4.7 0 0 
35592 1987 7 12 16 42 0 10.59 -60.94 33 0 0 0 0 0 
35596 1987 7 13 1 58 0 10.89 -61.15 27 0 0 0 0 0 
35602 1987 7 13 20 43 0 10.95 -61.17 20 0 0 0 0 0 
35603 1987 7 13 21 19 0 10.83 -62.13 90 0 0 0 0 0 
35605 1987 7 14 2 39 0 10.76 -61.21 32 0 0 2.8 0 0 
35608 1987 7 14 10 16 0 9.69 -69.67 10 0 0 0 0 0 
35616 1987 7 16 11 1 0 10.95 -61.24 19 0 0 0 0 0 
35619 1987 7 16 23 50 0 11.29 -61.71 12 0 0 0 0 0 
35637 1987 7 19 12 54 0 7 -73.21 1 4.1 2.8 0 0 0 
35667 1987 7 25 22 9 0 6.82 -73.03 1 4.7 3.6 0 0 0 
35669 1987 7 26 13 5 0 10.97 -62.1 57 0 0 2.8 0 0 
35676 1987 7 27 3 20 0 10.27 -62.38 10 4.7 3.9 4.6 0 0 
35680 1987 7 27 9 41 0 10.35 -61.86 6 0 0 3 0 0 
35702 1987 8 3 0 52 0 10.62 -62.08 0 0 0 0 0 0 
35703 1987 8 3 6 18 0 10.6 -61.84 6 0 0 0 0 0 
35733 1987 8 7 15 27 0 11.08 -61.75 61 0 0 0 0 0 
35735 1987 8 7 15 50 0 6.86 -73.01 1 4.5 3.3 0 0 0 
35740 1987 8 8 6 30 0 11.46 -61.95 79 0 0 2.6 0 0 
35753 1987 8 9 18 23 0 10.66 -60.91 25 0 0 0 0 0 
35765 1987 8 11 16 15 0 10.93 -61.15 27 0 0 0 0 0 
35766 1987 8 11 17 30 0 10.97 -62.08 77 0 0 0 0 0 
35798 1987 8 18 8 49 0 10.6 -62.8 76 4.3 0 4.1 0 0 
35804 1987 8 19 7 15 0 11.35 -62.12 94 0 0 0 0 0 
35815 1987 8 21 23 21 0 10.79 -61.57 31 0 0 0 0 0 
35821 1987 8 23 3 46 0 10.59 -62.36 72 0 0 0 0 0 
35826 1987 8 23 16 57 0 10.52 -61.58 30 0 0 0 0 0 
35834 1987 8 24 23 52 0 10.53 -61.9 7 0 0 0 0 0 
35835 1987 8 25 6 39 0 10.99 -62.02 73 0 0 0 0 0 
35838 1987 8 25 11 28 0 10.36 -61.78 22 0 0 0 0 0 
35840 1987 8 25 18 44 0 10.93 -62.33 73 0 0 3.5 0 0 
35841 1987 8 26 1 21 0 10.66 -61.06 35 0 0 0 0 0 
35844 1987 8 26 11 52 0 10.49 -62.28 83 0 0 3.4 0 0 
35862 1987 8 29 18 25 0 11.36 -61.91 5 0 0 3 0 0 
35866 1987 8 30 14 2 0 6.84 -72.98 1 4.5 3.3 0 0 0 
35867 1987 8 30 16 37 0 11.7 -61.46 41 0 0 0 0 0 
35885 1987 9 3 0 15 0 10.28 -60.25 104 0 0 2.9 0 0 
35887 1987 9 3 10 5 0 11.19 -61.91 81 4 0 4.4 0 0 
35906 1987 9 7 11 26 0 10.66 -60.85 42 0 0 0 0 0 
35907 1987 9 7 18 59 0 10.43 -62.07 34 0 0 2.9 0 0 
35909 1987 9 7 21 20 0 10.52 -61.85 27 0 0 0 0 0 
35914 1987 9 9 1 48 0 11.3 -60.62 33 0 0 0 0 0 
35915 1987 9 9 8 22 0 10.63 -61.98 54 0 0 2.9 0 0 
35916 1987 9 9 8 24 0 10.32 -62.05 16 0 0 3.1 0 0 
35917 1987 9 9 11 43 0 6.83 -73.03 1 4.5 3.3 0 0 0 
35918 1987 9 9 22 44 0 11 -62.27 24 0 0 2.8 0 0 
35921 1987 9 10 10 32 0 6.88 -73.19 1 4.6 3.5 4.9 0 0 
35923 1987 9 10 21 17 0 10.97 -62.02 80 0 0 0 0 0 
35936 1987 9 13 3 34 0 10.94 -62.29 85 0 0 0 0 0 
35940 1987 9 13 17 50 0 11.12 -62.08 92 0 0 2.5 0 0 
35955 1987 9 14 18 9 0 6.92 -73.2 1 4.5 3.3 0 0 0 
35962 1987 9 16 4 59 0 11.23 -62.28 142 0 0 0 0 0 
35967 1987 9 17 1 3 0 10.84 -61.19 0 0 0 0 0 0 
35978 1987 9 17 22 53 0 10.82 -61.16 3 0 0 4.2 0 0 
35979 1987 9 17 23 5 0 10.82 -61.19 13 0 0 0 0 0 
35981 1987 9 17 23 41 0 10.87 -61.23 12 0 0 0 0 0 
35982 1987 9 17 23 46 0 10.83 -61.17 2 0 0 4.1 0 0 
35983 1987 9 17 23 53 0 10.83 -61.19 13 0 0 0 0 0 
35984 1987 9 17 23 57 0 10.82 -61.19 13 0 0 0 0 0 
35986 1987 9 18 1 7 0 11.04 -62.52 45 0 0 3 0 0 
35994 1987 9 19 8 21 0 11.43 -61.5 35 0 0 0 0 0 
35997 1987 9 19 13 32 0 10.79 -61.16 0 0 0 0 0 0 
35998 1987 9 19 15 18 0 11.57 -61.94 8 0 0 0 0 0 
36001 1987 9 19 22 17 0 10.78 -61.18 23 0 0 0 0 0 
36005 1987 9 20 9 20 0 10.52 -61.31 14 0 0 2.5 0 0 
36032 1987 9 23 14 59 0 6.91 -73.14 1 4.4 3.2 0 0 0 
36034 1987 9 24 1 59 0 10.48 -61.68 28 0 0 0 0 0 
36036 1987 9 24 3 49 0 10.77 -61.3 4 0 0 2.5 0 0 
36048 1987 9 26 1 44 0 11.17 -62.37 26 0 0 3.3 0 0 
36052 1987 9 26 18 17 0 9.61 -61 35 0 0 3.1 0 0 
36056 1987 9 27 23 33 0 10.88 -62.46 50 0 0 4 0 0 
36072 1987 10 1 9 35 0 11.06 -62.15 72 0 0 0 0 0 
36081 1987 10 2 7 14 0 10.73 -62.01 20 0 0 0 0 0 
36082 1987 10 2 9 23 0 11.32 -62.05 35 0 0 0 0 0 
36098 1987 10 4 8 58 0 11.05 -61.8 38 0 0 2.6 0 0 
36101 1987 10 4 14 35 0 10.69 -61.73 5 0 0 0 0 0 
36104 1987 10 5 6 59 0 10.59 -61.81 7 0 0 0 0 0 
36110 1987 10 6 7 45 0 11.03 -62.24 0 0 0 0 0 0 
36119 1987 10 8 0 34 0 11.04 -62.13 0 0 0 0 0 0 
36121 1987 10 8 2 16 0 10.3 -63.21 0 0 0 3.4 0 0 
36126 1987 10 9 8 36 0 10.73 -61.95 84 0 0 0 0 0 
36139 1987 10 10 7 13 0 10.85 -63.23 35 0 0 3.3 0 0 
36160 1987 10 11 13 46 0 11.17 -61.66 27 0 0 0 0 0 
36161 1987 10 11 17 25 0 11.19 -61.77 8 0 0 3.1 0 0 
36188 1987 10 16 11 16 0 11.28 -61.87 35 0 0 3 0 0 
36192 1987 10 17 2 2 0 10.66 -62.15 80 0 0 0 0 0 
36194 1987 10 17 8 32 0 10.72 -61.58 2 0 0 0 0 0 
36198 1987 10 18 0 42 0 10.11 -62.99 8 0 0 3.2 0 0 
36200 1987 10 18 14 24 0 10.27 -61.06 30 0 0 0 0 0 
36203 1987 10 19 4 40 0 11.23 -62.02 13 0 0 0 0 0 
36211 1987 10 19 21 17 0 11 -61.67 57 0 0 0 0 0 
36222 1987 10 22 6 27 0 10.55 -61 33 0 0 0 0 0 
36223 1987 10 22 6 29 0 10.41 -60.94 28 0 0 0 0 0 
36230 1987 10 23 10 13 0 6.83 -72.98 1 4.6 3.5 0 0 0 
36276 1987 10 30 8 31 0 11.05 -61.84 35 0 0 0 0 0 
36279 1987 10 30 13 35 0 10.9 -61.85 44 0 0 0 0 0 
36288 1987 11 1 2 15 0 10.98 -62 30 0 0 3.1 0 0 
36291 1987 11 1 21 3 0 6.85 -73.09 1 4.3 3 0 0 0 
36299 1987 11 2 9 9 0 6.85 -73.1 1 4.5 3.3 0 0 0 
36303 1987 11 3 3 20 0 11.08 -62.41 27 0 0 2.9 0 0 
36313 1987 11 5 5 28 0 10.84 -62.38 94 4.7 0 4.8 0 0 
36317 1987 11 6 7 6 0 10.78 -62.1 69 0 0 0 0 0 
36327 1987 11 7 7 18 0 9.48 -61.51 87 0 0 3 0 0 
36328 1987 11 7 14 19 0 10.78 -61.35 41 0 0 2.3 0 0 
36341 1987 11 9 14 10 0 10.44 -61.46 30 0 0 2.3 0 0 
36349 1987 11 10 14 1 0 11.22 -61.79 35 0 0 0 0 0 
36353 1987 11 11 0 22 0 11.17 -62.24 30 0 0 2.9 0 0 
36367 1987 11 12 10 34 0 11.04 -62.2 56 0 0 3.5 0 0 
36374 1987 11 13 13 17 0 10.98 -61.86 37 0 0 2.7 0 0 
36375 1987 11 13 23 39 0 10.81 -61.75 26 0 0 0 0 0 
36378 1987 11 14 10 22 0 10.47 -61.5 44 0 0 0 0 0 
36380 1987 11 14 15 6 0 10.97 -62.03 79 0 0 2.4 0 0 
36381 1987 11 14 15 8 0 6.81 -73.11 1 4.8 3.8 0 0 0 
36399 1987 11 16 2 14 0 10.9 -62.2 72 0 0 0 0 0 
36408 1987 11 17 13 3 0 10.68 -61.73 26 0 0 0 0 0 
36410 1987 11 18 2 23 0 6.85 -73.08 1 4.1 2.8 0 0 0 
36415 1987 11 18 23 54 0 7 -73.31 1 4.3 3 0 0 0 
36428 1987 11 22 20 20 0 10.74 -62.17 62 0 0 0 0 0 
36451 1987 11 26 16 18 0 11.48 -60.27 54 0 0 0 0 0 
36473 1987 11 29 12 4 0 6.8 -73.03 1 4.5 3.3 0 0 0 
36498 1987 12 2 11 5 0 11.23 -61.9 35 0 0 0 0 0 
36529 1987 12 7 7 58 0 10.85 -62.06 0 0 0 2.8 0 0 
36555 1987 12 13 6 27 0 11.04 -60.8 16 0 0 2.3 0 0 
36607 1987 12 22 2 27 0 11.21 -61.63 13 0 0 0 0 0 
36615 1987 12 24 14 54 0 10.7 -62.29 104 0 0 4 0 0 
36624 1987 12 26 1 54 0 11.19 -62.24 83 0 0 2.6 0 0 
36678 1988 1 3 14 24 0 10.68 -61.48 43 0 0 2 0 0 
36692 1988 1 6 20 18 0 10.79 -62.11 57 0 0 0 0 0 
36718 1988 1 12 21 0 0 11.71 -62.35 0 0 0 0 0 0 
36719 1988 1 13 1 4 0 10.67 -61.43 32 0 0 0 0 0 
36734 1988 1 15 7 7 0 10.48 -61.76 10 0 0 0 0 0 
36742 1988 1 16 13 12 0 11.07 -62.08 49 0 0 4.4 0 0 
36753 1988 1 18 7 35 0 6.85 -72.96 1 4.8 3.8 0 0 0 
36757 1988 1 18 22 32 0 10.84 -62.23 31 0 0 0 0 0 
36764 1988 1 19 22 8 0 10.79 -61.58 63 4.6 0 4.6 0 0 
36774 1988 1 21 11 42 0 11.51 -61.26 35 0 0 0 0 0 
36776 1988 1 21 19 32 0 10.88 -61.39 62 0 0 0 0 0 
36796 1988 1 26 4 51 0 11.27 -60.95 3 0 0 0 0 0 
36797 1988 1 26 5 28 0 6.84 -73.11 1 4.3 3 0 0 0 
36798 1988 1 26 5 58 0 11.6 -61.01 6 0 0 2.9 0 0 
36800 1988 1 26 12 54 0 11.48 -61.8 35 0 0 0 0 0 
36804 1988 1 27 8 50 0 11.05 -62.16 65 0 0 0 0 0 
36806 1988 1 27 16 2 0 10.49 -61.7 35 0 0 3.2 0 0 
36807 1988 1 27 18 37 0 10.04 -62.17 5 0 0 2.6 0 0 
36810 1988 1 28 5 18 0 10.65 -62.26 0 0 0 2.8 0 0 
36813 1988 1 28 13 37 0 10.46 -61.38 21 0 0 0 0 0 
36817 1988 1 28 23 39 0 11.24 -61.67 0 0 0 0 0 0 
36820 1988 1 29 9 52 0 11.02 -62.41 90 0 0 0 0 0 
36824 1988 1 29 15 2 0 10.38 -62.33 71 0 0 0 0 0 
36825 1988 1 29 16 33 0 10.5 -62.08 0 0 0 0 0 0 
36833 1988 1 31 7 15 0 10.81 -62.3 100 4.5 0 4.5 0 0 
36834 1988 1 31 8 27 0 10.95 -62.06 75 0 0 0 0 0 
36839 1988 1 31 21 34 0 10.36 -61.8 0 0 0 2.2 0 0 
36849 1988 2 2 23 46 0 6.86 -73.02 1 5.1 4.2 2.5 0 0 
36850 1988 2 3 0 2 0 10.92 -62.21 70 0 0 0 0 0 
36853 1988 2 3 8 2 0 10.43 -62.09 35 0 0 2.6 0 0 
36905 1988 2 9 18 33 0 10.8 -62.25 56 0 0 0 0 0 
36915 1988 2 10 23 5 0 6.92 -72.99 1 4.8 3.8 0 0 0 
36921 1988 2 12 2 55 0 11.53 -62.37 35 0 0 2.6 0 0 
36939 1988 2 16 0 55 0 10.99 -62.36 82 0 0 2.9 0 0 
36947 1988 2 17 19 26 0 10.85 -61.88 2 0 0 2.7 0 0 
36958 1988 2 19 0 3 0 10.34 -61.89 33 0 0 1.7 0 0 
36961 1988 2 19 1 9 0 10.88 -62.23 71 0 0 0 0 0 
36963 1988 2 19 17 39 0 11.27 -61.37 20 0 0 0 0 0 
36974 1988 2 21 21 26 0 8.03 -71.84 33 4.5 0 0 0 0 
36983 1988 2 22 19 19 0 10.89 -62.43 33 0 0 0 0 0 
36991 1988 2 24 0 38 0 10.37 -61.23 46 0 0 2.3 0 0 
36992 1988 2 24 5 37 0 11.03 -61.32 30 0 0 0 0 0 
37003 1988 2 25 10 47 0 8.09 -71.89 33 4.6 0 0 0 0 
37018 1988 2 27 4 50 0 6.8 -73.03 1 4.9 3.9 0 0 0 
37048 1988 3 4 1 15 0 11.39 -61.89 65 0 0 0 0 0 
37056 1988 3 6 5 2 0 10.91 -62.16 100 0 0 0 0 0 
37069 1988 3 9 17 29 0 6.85 -73.05 1 4.6 3.5 0 0 0 
37077 1988 3 10 3 51 0 11.2 -61.63 22 0 0 0 0 0 
37078 1988 3 10 6 17 0 10.24 -60.54 12 6.2 6.5 6.2 0 0 
37080 1988 3 10 6 29 0 12.96 -59.3 33 4.7 0 5.4 0 0 
37081 1988 3 10 6 30 0 10.23 -60.51 21 5.4 0 5.4 0 0 
37082 1988 3 10 6 33 0 10.5 -60.55 59 5.1 0 5.1 0 0 
37083 1988 3 10 6 45 0 10.18 -60.65 134 0 0 0 0 0 
37084 1988 3 10 6 50 0 10.29 -60.47 99 0 0 0 0 0 
37085 1988 3 10 6 54 0 10.38 -60.62 115 0 0 3.5 0 0 
37087 1988 3 10 7 12 0 10.47 -60.79 84 0 0 3.5 0 0 
37088 1988 3 10 7 17 0 10.07 -60.21 122 0 0 0 0 0 
37089 1988 3 10 7 22 0 10.16 -60.16 33 4.6 0 0 0 0 
37090 1988 3 10 7 22 0 10.6 -60.7 68 4.5 0 4.6 0 0 
37091 1988 3 10 7 26 0 10 -60.65 114 0 0 0 0 0 
37092 1988 3 10 7 26 0 10.49 -60.6 33 0 0 0 0 0 
37093 1988 3 10 7 47 0 10.48 -60.67 48 4.5 0 3.8 0 0 
37094 1988 3 10 8 9 0 10.52 -60.52 77 0 0 2.9 0 0 
37095 1988 3 10 9 10 0 10.69 -60.78 35 0 0 4.3 0 0 
37097 1988 3 10 10 28 0 10.07 -59.89 35 0 0 4.7 0 0 
37098 1988 3 10 11 20 0 10.46 -60.58 36 0 0 2.9 0 0 
37099 1988 3 10 11 36 0 10.6 -60.8 72 4 0 3.6 0 0 
37100 1988 3 10 12 12 0 10.37 -60.4 52 4.5 0 4.5 0 0 
37102 1988 3 10 13 6 0 10.8 -61 81 4.1 0 4.4 0 0 
37103 1988 3 10 14 57 0 10.56 -60.71 35 0 0 0 0 0 
37104 1988 3 10 15 3 0 10.04 -60.19 55 0 0 0 0 0 
37105 1988 3 10 17 4 0 10.53 -60.61 35 0 0 3.6 0 0 
37106 1988 3 10 17 19 0 10.43 -60.49 63 0 0 0 0 0 
37109 1988 3 10 19 6 0 10.56 -60.52 60 0 0 4 0 0 
37111 1988 3 10 23 14 0 10.3 -60.1 33 4.3 0 4.4 0 0 
37112 1988 3 10 23 38 0 10.43 -60.1 33 4.5 0 4.6 0 0 
37113 1988 3 11 0 58 0 10.55 -60.6 60 4.8 0 4.9 0 0 
37114 1988 3 11 1 30 0 10.5 -61 76 4.4 0 4.5 0 0 
37115 1988 3 11 6 14 0 10.53 -60.48 54 5 4.4 4.9 0 0 
37116 1988 3 11 6 48 0 10.12 -60.71 111 0 0 3.9 0 0 
37117 1988 3 11 6 48 0 10.44 -60.57 33 0 0 3.9 0 0 
37122 1988 3 11 10 32 0 10.17 -60.06 36 0 0 4.1 0 0 
37123 1988 3 11 10 50 0 10.5 -60.78 37 0 0 4.4 0 0 
37125 1988 3 11 14 54 0 10.4 -60.4 35 0 0 3.9 0 0 
37126 1988 3 11 16 1 0 10.18 -60.59 36 5.2 4.8 5 0 0 
37128 1988 3 11 20 16 0 10.6 -60.21 35 0 0 3.9 0 0 
37131 1988 3 12 4 32 0 10.19 -60.62 51 5.7 5.4 5.7 0 0 
37132 1988 3 12 5 24 0 10.37 -60.47 61 0 0 4.4 0 0 
37133 1988 3 12 5 30 0 10.47 -60.99 36 0 0 4.4 0 0 
37134 1988 3 12 5 44 0 10.68 -60.88 27 0 0 3.1 0 0 
37137 1988 3 12 9 12 0 10.13 -60.58 88 0 0 4.1 0 0 
37139 1988 3 12 21 37 0 10.05 -60.2 69 4.2 0 4 0 0 
37140 1988 3 12 23 0 0 10.23 -60.2 39 4.6 3.7 4.3 0 0 
37142 1988 3 13 9 20 0 11.45 -61.85 20 0 0 4 0 0 
37146 1988 3 13 17 0 0 10.08 -60.15 31 4.6 0 4.5 0 0 
37148 1988 3 14 3 2 0 10.57 -60.92 36 0 0 3.4 0 0 
37155 1988 3 14 11 53 0 10.08 -60.1 23 4.2 0 4.6 0 0 
37157 1988 3 14 14 49 0 10.1 -60.16 58 0 0 3.9 0 0 
37158 1988 3 14 15 5 0 11.3 -62.08 109 0 0 2.8 0 0 
37159 1988 3 14 21 13 0 10.38 -60.5 66 0 0 3.3 0 0 
37160 1988 3 14 22 50 0 10.48 -60.61 51 0 0 3 0 0 
37161 1988 3 14 23 23 0 10.76 -60.91 12 0 0 2.6 0 0 
37162 1988 3 14 23 29 0 10.57 -60.67 54 0 0 2.9 0 0 
37164 1988 3 15 0 59 0 10.32 -60.39 35 0 0 3.4 0 0 
37166 1988 3 15 8 22 0 10.33 -60.23 48 0 0 3.2 0 0 
37167 1988 3 15 12 35 0 10.41 -60.69 33 0 0 4.2 0 0 
37169 1988 3 16 1 30 0 10.94 -62.05 53 0 0 3.6 0 0 
37170 1988 3 16 3 48 0 10.82 -63.2 35 0 0 0 0 0 
37171 1988 3 16 5 48 0 10.24 -60.62 48 5.7 5.4 5.6 0 0 
37173 1988 3 16 14 24 0 10.46 -60.51 61 4.8 0 4.5 0 0 
37174 1988 3 16 16 46 0 10.2 -60.39 53 0 0 3.1 0 0 
37178 1988 3 17 8 59 0 10.55 -60.56 65 0 0 0 0 0 
37179 1988 3 17 11 17 0 10.45 -60.55 63 4.6 0 4.3 0 0 
37180 1988 3 17 11 53 0 10.53 -60.54 117 0 0 3.4 0 0 
37182 1988 3 17 12 31 0 10.4 -60.4 97 0 0 4 0 0 
37183 1988 3 17 19 58 0 10.83 -62.04 76 0 0 3.5 0 0 
37185 1988 3 17 23 24 0 10.1 -60.35 35 0 0 3.6 0 0 
37186 1988 3 18 1 20 0 10.02 -60.2 33 4.5 0 4.2 0 0 
37188 1988 3 18 3 23 0 10.37 -60.42 63 0 0 4.1 0 0 
37191 1988 3 18 10 9 0 10.82 -60.92 29 0 0 3.6 0 0 
37192 1988 3 18 13 4 0 8.26 -71.99 33 4.5 3.5 0 0 0 
37195 1988 3 19 0 56 0 10.42 -60.44 89 0 0 1.9 0 0 
37201 1988 3 19 20 13 0 10.54 -60.54 64 0 0 3.6 0 0 
37202 1988 3 20 0 16 0 10.98 -62.18 75 0 0 2.3 0 0 
37203 1988 3 20 0 54 0 10.41 -60.3 51 4.5 0 0 0 0 
37212 1988 3 20 19 42 0 10.5 -61.39 24 0 0 2.3 0 0 
37216 1988 3 21 15 51 0 10.24 -61.99 22 0 0 0 0 0 
37223 1988 3 23 3 35 0 10.49 -61.76 0 0 0 0 0 0 
37225 1988 3 23 7 20 0 10.37 -61.99 5 0 0 4.2 0 0 
37226 1988 3 23 9 1 0 10.61 -62.08 43 0 0 0 0 0 
37228 1988 3 24 4 15 0 10.33 -60.4 100 0 0 3 0 0 
37229 1988 3 24 5 2 0 10.64 -60.77 33 0 0 3.4 0 0 
37230 1988 3 24 14 44 0 10.08 -60.31 74 0 0 4.2 0 0 
37234 1988 3 25 3 38 0 10.58 -60.79 58 0 0 2.8 0 0 
37237 1988 3 25 14 52 0 10.77 -62.34 62 0 0 0 0 0 
37238 1988 3 25 16 20 0 10.14 -60.68 26 5.2 5 5.5 0 0 
37240 1988 3 25 17 44 0 10.24 -60.48 78 0 0 3.4 0 0 
37241 1988 3 25 21 55 0 10.17 -60.2 28 0 0 3.4 0 0 
37250 1988 3 26 23 16 0 11.36 -61.99 112 0 0 3.6 0 0 
37256 1988 3 27 18 57 0 6.9 -73.08 1 4.5 3.3 0 0 0 
37258 1988 3 28 0 7 0 10.41 -60.69 88 0 0 0 0 0 
37262 1988 3 28 10 28 0 10.28 -60.61 106 0 0 0 0 0 
37265 1988 3 29 1 42 0 10.86 -62.08 73 0 0 0 0 0 
37272 1988 3 29 13 37 0 10.45 -64.98 7 5 4.9 5 0 0 
37273 1988 3 29 13 46 0 10.47 -64.92 16 4.7 0 4.7 0 0 
37276 1988 3 30 1 3 0 10.78 -60.98 100 0 0 0 0 0 
37277 1988 3 30 3 22 0 11.22 -61.89 0 0 0 0 0 0 
37278 1988 3 30 4 7 0 10.81 -61.08 68 0 0 0 0 0 
37281 1988 3 30 10 3 0 10.63 -60.91 33 0 0 0 0 0 
37282 1988 3 30 10 10 0 10.54 -60.58 35 0 0 0 0 0 
37285 1988 3 30 23 19 0 10.6 -62.6 80 4 0 4.1 0 0 
37287 1988 3 31 0 1 0 10.01 -60.5 18 0 0 0 0 0 
37292 1988 3 31 8 16 0 10.48 -61 38 0 0 0 0 0 
37294 1988 3 31 15 50 0 10.35 -60.58 102 0 0 0 0 0 
37299 1988 4 1 2 41 0 10.24 -60.45 88 0 0 0 0 0 
37301 1988 4 1 12 59 0 10.34 -60.8 63 4.5 0 4.4 0 0 
37302 1988 4 1 13 14 0 10.44 -61.02 61 0 0 0 0 0 
37304 1988 4 1 18 31 0 6.99 -73.21 1 4.1 2.8 0 0 0 
37308 1988 4 2 6 43 0 10.28 -60.76 48 0 0 0 0 0 
37317 1988 4 3 18 19 0 10.45 -60.47 69 0 0 0 0 0 
37320 1988 4 4 19 36 0 6.92 -73.32 1 4.4 3.2 0 0 0 
37328 1988 4 5 10 28 0 10.6 -60.6 60 4.3 0 0 0 0 
37329 1988 4 5 10 34 0 10.64 -60.95 52 0 0 0 0 0 
37334 1988 4 6 17 31 0 10.45 -60.66 104 0 0 0 0 0 
37344 1988 4 7 21 43 0 10.55 -60.77 59 0 0 0 0 0 
37345 1988 4 7 21 47 0 10.02 -60.1 20 4.5 0 4.4 0 0 
37347 1988 4 8 22 49 0 10.67 -60.83 32 0 0 0 0 0 
37349 1988 4 9 17 21 0 10.15 -60.3 83 0 0 0 0 0 
37350 1988 4 9 17 55 0 9.85 -60.37 47 0 0 0 0 0 
37364 1988 4 12 5 56 0 10.53 -60.5 81 0 0 0 0 0 
37369 1988 4 12 19 41 0 10.71 -62.85 96 5.5 0 4.9 0 0 
37387 1988 4 14 7 31 0 10.36 -60.2 34 4.2 0 4 0 0 
37393 1988 4 14 19 46 0 10.27 -60.28 46 0 0 3.8 0 0 
37395 1988 4 15 2 19 0 8.47 -73.22 1 4.3 3 0 0 0 
37399 1988 4 15 12 1 0 10.13 -60.22 64 0 0 3.4 0 0 
37404 1988 4 16 7 7 0 11.41 -62 141 4.4 0 4.3 0 0 
37405 1988 4 16 19 6 0 10.12 -60.25 115 0 0 3.6 0 0 
37407 1988 4 17 13 50 0 10.61 -60.73 47 0 0 0 0 0 
37423 1988 4 21 8 10 0 10.14 -60.38 71 0 0 3.4 0 0 
