fecha    hhmmss  lat  lon   prof   mag tmag age
1989/12/31 18:51:23.1100 10.374 -62.556 5 3.9 MD ISCCD
1989/12/29 20:21:13.9300 13.861 -60.349 7.7 3.8 MD ISCCD
1989/12/28 17:47:08.5700 10.71 -62.353 73.7 3.6 MD ISCCD
1989/12/24 22:35:56.4000 9.844 -62.42 5 3.8 MD ISCCD
1989/12/23 03:55:29.5200 10.161 -61.931 5 3.7 MD ISCCD
1989/12/21 15:16:13.0200 11.215 -61.891 14.9 3.0 MD ISCCD
1989/12/20 18:15:43.3800 10.835 -62 47.9 3.2 MD ISCCD
1989/12/20 10:30:04.8900 10.851 -62.207 87.5 3.1 MD ISCCD
1989/12/16 21:37:32.3700 12.923 -60.257 24.9 3.4 MD ISCCD
1989/12/16 20:28:45.7000 6.807 -71.778 36 4.7 MB ISCCD
1989/12/16 20:28:45.7000 6.807 -71.778 36 4.3 MS ISCCD
1989/12/16 20:28:45.9500 6.8203 -71.7753 35.5 4.3 MS ISCCD
1989/12/16 20:28:45.9500 6.8203 -71.7753 35.5 4.8 MB ISCCD
1989/12/16 14:38:56.5000 6.612 -73.617 191 4.4 MB ISCCD
1989/12/16 14:38:51.5100 6.9784 -72.9398 145.6 4.3 MB ISCCD
1989/12/14 22:54:51.0000 11.249 -62.225 91.3 3.5 MD ISCCD
1989/12/14 16:09:42.0700 10.386 -60.186 22 3.7 MD ISCCD
1989/12/14 03:58:03.0800 12.761 -59.69 10 3.9 MD ISCCD
1989/12/10 15:38:30.0100 10.937 -62.544 26.8 3.1 MD ISCCD
1989/12/02 02:27:25.8900 10.448 -61.386 24.5 2.8 MD ISCCD
1989/12/01 03:29:13.3900 10.869 -62.149 69.5 2.7 MD ISCCD
1989/11/29 22:41:40.1400 11.37 -61.293 88.2 3.1 MD ISCCD
1989/11/29 10:20:00.4400 11.105 -61.866 69.4 2.9 MD ISCCD
1989/11/28 22:32:47.7500 10.147 -61.406 59.4 2.6 MD ISCCD
1989/11/25 11:53:44.6000 6.75 -73.017 176 4.6 MB ISCCD
1989/11/25 11:53:44.8000 6.787 -73.0199 174.6 4.5 MB ISCCD
1989/11/25 03:32:03.7500 11.082 -62.384 68.3 3.2 MD ISCCD
1989/11/24 02:14:05.3300 6.7997 -73.3842 174.4 4.3 MB ISCCD
1989/11/23 21:03:24.0000 6.651 -73.335 188 4.2 MB ISCCD
1989/11/23 21:03:24.1400 6.6794 -73.3496 188 4.2 MB ISCCD
1989/11/23 05:55:30.1200 10.568 -61.602 142 2.6 MD ISCCD
1989/11/23 00:41:54.7000 7.003 -72.89 137 4.4 MB ISCCD
1989/11/23 00:41:54.8300 7.0142 -72.8392 136.9 4.7 MB ISCCD
1989/11/22 06:21:48.3400 10.183 -59.596 33 3.6 MD ISCCD
1989/11/20 23:07:38.7000 11.138 -60.548 44 3.5 MD ISCCD
1989/11/19 03:06:53.0700 10.48 -62.292 5 3.5 MD ISCCD
1989/11/19 03:06:53.5600 10.5043 -62.2654 5 4.3 MB ISCCD
1989/11/19 01:52:35.0200 11.338 -62.203 120.3 3.9 MD ISCCD
1989/11/18 22:43:42.3600 10.44 -60.443 78 3.1 MD ISCCD
1989/11/17 16:34:33.6900 10.676 -62.613 23.6 3.2 MD ISCCD
1989/11/16 19:11:26.7700 10.383 -60.53 90.7 3.1 MD ISCCD
1989/11/16 17:29:35.7100 10.017 -60.514 72.7 3.6 MD ISCCD
1989/11/16 16:07:49.2900 11.489 -61.942 34.8 2.6 MD ISCCD
1989/11/13 14:49:30.8400 6.6219 -73.3027 202.5 4.6 MB ISCCD
1989/11/12 03:08:54.8900 10.769 -62.22 49 3.0 MD ISCCD
1989/11/05 19:46:23.6500 11.168 -62.177 13.2 3.5 MD ISCCD
1989/10/31 00:50:56.7500 6.2076 -73.4238 197.2 3.8 MB ISCCD
1989/10/30 19:30:01.3800 12.269 -59.371 5 3.8 MD ISCCD
1989/10/30 09:34:04.9200 13.543 -59.595 105.6 3.5 MD ISCCD
1989/10/28 17:48:02.8700 8.564 -63.115 33 4.2 MD ISCCD
1989/10/27 08:24:25.3300 6.8127 -73.02 167.4 4.9 MB ISCCD
1989/10/27 08:24:24.6000 6.826 -73.063 159 5.1 MB ISCCD
1989/10/27 05:38:55.5200 10.92 -62.393 93.4 3.1 MD ISCCD
1989/10/26 16:44:46.4700 10.647 -61.43 30.4 2.3 MD ISCCD
1989/10/25 15:06:48.1000 8.805 -70.801 10 4.4 MB ISCCD
1989/10/25 15:06:47.2000 8.7966 -70.7977 .6 4.4 MB ISCCD
1989/10/24 06:12:40.9000 10.789 -61.474 35 2.5 MD ISCCD
1989/10/23 08:40:14.7800 11.696 -61.171 26.6 3.4 MD ISCCD
1989/10/23 00:22:20.8400 10.33 -61.334 28.2 4.0 MD ISCCD
1989/10/20 06:46:23.5500 10.991 -62.031 24.9 3.7 MD ISCCD
1989/10/18 06:04:13.5400 10.976 -62.045 50.3 3.0 MD ISCCD
1989/10/14 04:42:05.3700 10.81 -62.29 83.2 3.4 MD ISCCD
1989/10/14 03:15:40.6600 13.988 -60.857 177.2 3.2 MD ISCCD
1989/10/12 21:33:36.7900 9.9954 -69.6829 1.7 5.0 MB ISCCD
1989/10/12 17:16:37.6600 11.783 -62.497 126.2 3.6 MD ISCCD
1989/10/09 19:43:30.5300 13.285 -58.33 87.2 3.8 MD ISCCD
1989/10/06 05:48:40.5500 9.951 -59.83 146.1 3.9 MD ISCCD
1989/10/03 22:26:03.6400 10.971 -62.425 68.1 3.4 MD ISCCD
1989/10/03 19:03:42.4700 10.495 -61.27 44.4 2.9 MD ISCCD
1989/10/01 05:02:53.1200 10.599 -62.685 20.1 3.6 MD ISCCD
1989/09/27 23:31:26.3900 9.965 -59.598 33 4.6 MD ISCCD
1989/09/24 20:37:12.0000 6.989 -73.123 176 4.8 MB ISCCD
1989/09/24 16:56:53.9000 10.466 -60.0151 61.9 4.4 MB ISCCD
1989/09/24 16:56:52.2000 10.38 -59.888 59 4.5 MB ISCCD
1989/09/24 16:56:46.5500 10.083 -59.641 19.8 4.5 MD ISCCD
1989/09/24 16:17:01.3300 10.341 -59.945 12.2 3.6 MD ISCCD
1989/09/24 10:53:54.9600 10.184 -59.844 82 5.2 MD ISCCD
1989/09/24 10:53:54.2000 9.977 -59.851 47 4.5 MS ISCCD
1989/09/24 10:53:54.2000 9.977 -59.851 47 5.1 MB ISCCD
1989/09/24 10:53:54.7900 10.1146 -59.8441 47 4.9 MB ISCCD
1989/09/24 10:53:54.7900 10.1146 -59.8441 47 4.6 MS ISCCD
1989/09/21 16:56:55.8500 13.439 -61.559 145.3 3.7 MD ISCCD
1989/09/16 11:28:24.7800 10.516 -60.276 72.8 3.5 MD ISCCD
1989/09/14 08:06:37.7500 10.443 -60.21 71.5 4.0 MD ISCCD
1989/09/14 01:57:35.2900 11.228 -61.076 69.2 3.2 MD ISCCD
1989/09/14 01:36:07.2700 11.591 -61.29 35.9 3.4 MD ISCCD
1989/09/09 23:19:54.6500 11.658 -62.116 146.3 3.7 MD ISCCD
1989/09/08 19:10:24.8300 11.149 -61.939 66.1 3.7 MD ISCCD
1989/09/01 14:02:44.5400 10.4443 -63.8393 10 4.5 MB ISCCD
1989/09/01 14:02:43.9000 10.336 -63.725 10 4.6 MB ISCCD
1989/08/30 09:07:01.1000 6.74 -73.563 188 4.4 MB ISCCD
1989/08/30 09:07:01.2900 6.7827 -73.5699 187.3 4.3 MB ISCCD
1989/08/28 16:06:22.3000 10.69 -62.246 15.1 3.5 MD ISCCD
1989/08/28 10:32:55.3900 11.216 -62.088 32.4 3.9 MD ISCCD
1989/08/23 10:54:13.1600 10.201 -60.489 28.5 3.4 MD ISCCD
1989/08/22 02:23:34.6000 6.662 -73.259 189 5.0 MB ISCCD
1989/08/22 02:23:34.7800 6.6522 -73.1948 190.9 4.8 MB ISCCD
1989/08/22 00:42:04.0400 6.7439 -72.9688 163.2 4.9 MB ISCCD
1989/08/22 00:42:02.8000 6.762 -72.967 157 4.9 MB ISCCD
1989/08/22 00:41:50.0000 6.4 -72.9 33 4.8 MB ISCCD
1989/08/17 21:52:55.4900 10.514 -62.425 68.1 3.3 MD ISCCD
1989/08/15 16:47:34.4700 10.3772 -72.9824 100 4.7 MB ISCCD
1989/08/15 16:47:33.7000 10.359 -72.964 91 5.1 MB ISCCD
1989/08/12 10:39:19.4600 10.643 -62.746 76 4.1 MD ISCCD
1989/08/07 22:42:57.5200 10.719 -62.308 54.7 4.1 MD ISCCD
1989/08/07 22:42:56.8000 10.714 -62.207 90 3.8 MB ISCCD
1989/08/07 22:42:56.8800 10.7194 -62.2009 89.8 3.7 MB ISCCD
1989/07/31 20:29:41.8500 10.699 -62.1 122.9 3.7 MD ISCCD
1989/07/31 08:20:13.0300 10.751 -61.62 39.3 3.1 MD ISCCD
1989/07/30 13:17:40.8200 10.249 -60.544 39.9 3.4 MD ISCCD
1989/07/23 09:01:15.4600 10.784 -60.521 20.8 2.8 MD ISCCD
1989/07/21 09:34:20.0000 12.7 -60.7 33 4.0 MB ISCCD
1989/07/21 09:34:10.6800 10.86 -61.988 34.5 4.2 MD ISCCD
1989/07/21 09:34:09.3000 10.811 -61.983 79 4.3 MB ISCCD
1989/07/21 09:34:09.3800 10.8109 -61.9701 76.7 4.2 MB ISCCD
1989/07/15 21:40:19.9300 6.8542 -73.1708 180 4.3 MB ISCCD
1989/07/15 03:45:16.3900 6.7979 -73.1532 172.1 4.2 MB ISCCD
1989/07/15 03:45:15.9000 6.784 -73.144 168 3.8 MB ISCCD
1989/07/10 12:30:03.4600 10.647 -60.78 54.8 3.0 MD ISCCD
1989/07/08 04:55:13.6400 13.38 -60.492 12.5 3.2 MD ISCCD
1989/07/05 12:50:07.2800 10.709 -62.09 70.4 3.7 MD ISCCD
1989/07/04 07:16:35.9000 10.864 -62.251 91.4 3.8 MD ISCCD
1989/06/29 23:18:22.0900 11.547 -61.042 82.6 4.5 MD ISCCD
1989/06/29 23:18:20.8200 11.6156 -60.2976 82.6 4.2 MB ISCCD
1989/06/29 23:18:15.2000 11.517 -59.846 10 4.5 MB ISCCD
1989/06/29 17:21:11.4600 13.568 -58.765 89.6 4.8 MD ISCCD
1989/06/29 17:21:08.1000 13.59 -58.592 13 5.0 MB ISCCD
1989/06/29 17:21:07.1800 13.5872 -58.5785 6.1 5.0 MB ISCCD
1989/06/29 17:21:07.1800 13.5872 -58.5785 6.1 4.0 MS ISCCD
1989/06/28 00:01:55.8200 11.506 -60.242 4.4 3.5 MD ISCCD
1989/06/27 19:52:52.1400 10.562 -62.169 76.5 3.2 MD ISCCD
1989/06/26 12:21:08.2300 6.8599 -73.062 169 4.6 MB ISCCD
1989/06/26 12:21:07.6000 6.833 -73.009 163 4.7 MB ISCCD
1989/06/19 12:17:49.4600 13.758 -60.323 45.8 3.3 MD ISCCD
1989/06/15 15:51:58.6000 6.8 -73.019 162 5.1 MB ISCCD
1989/06/15 15:51:58.6000 6.7653 -73.0021 165.4 5.0 MB ISCCD
1989/06/14 22:49:44.0400 10.211 -60.047 78.4 3.8 MD ISCCD
1989/06/12 08:13:27.3300 10.932 -62.442 72.5 3.3 MD ISCCD
1989/06/10 12:47:25.4100 12.383 -59.551 78 3.4 MD ISCCD
1989/06/03 00:50:31.3200 10.097 -60.346 27 3.5 MD ISCCD
1989/06/02 14:02:27.0000 13.5 -72.6 33 4.3 MB ISCCD
1989/06/02 14:02:17.3000 11.8 -73.147 60 4.5 MB ISCCD
1989/06/02 14:02:17.2900 11.8101 -73.1566 57.2 3.9 MS ISCCD
1989/06/02 14:02:17.3000 11.8 -73.147 60 3.9 MS ISCCD
1989/06/02 14:02:17.2900 11.8101 -73.1566 57.2 4.2 MB ISCCD
1989/06/01 07:57:48.1700 10.547 -61.635 34.6 3.8 MD ISCCD
1989/05/31 23:13:41.8400 10.663 -60.352 99.3 3.5 MD ISCCD
1989/05/31 04:15:14.8000 6.804 -73.023 172 5.1 MB ISCCD
1989/05/31 04:15:13.9700 6.8667 -73.0264 158.8 5.0 MB ISCCD
1989/05/30 01:03:12.9000 10.281 -60.258 80.7 3.4 MD ISCCD
1989/05/24 01:22:11.3500 11.0577 -65.0902 48.1 3.8 MS ISCCD
1989/05/24 01:22:09.9000 10.962 -65.033 25 3.8 MS ISCCD
1989/05/21 23:29:21.8600 13.859 -60.587 58.7 3.0 MD ISCCD
1989/05/16 20:03:22.8400 10.12 -60.682 59 3.5 MD ISCCD
1989/05/14 08:19:04.8600 12.802 -59.995 33 3.1 MD ISCCD
1989/05/14 02:31:46.3700 13.41 -60.381 77.5 3.4 MD ISCCD
1989/05/12 16:43:16.2500 13.226 -59.548 1.8 3.7 MD ISCCD
1989/05/11 22:22:33.8200 12.288 -60.144 33 3.0 MD ISCCD
1989/05/11 09:47:19.9700 13.668 -59.69 10 3.4 MD ISCCD
1989/05/09 21:42:01.3500 11.258 -62.188 145.2 3.3 MD ISCCD
1989/05/08 03:08:51.1800 6.9301 -73.062 154.1 4.5 MB ISCCD
1989/05/05 02:47:34.6300 10.684 -60.786 32.7 3.6 MD ISCCD
1989/05/04 05:41:13.8500 11.822 -60.81 76 3.5 MD ISCCD
1989/05/04 00:22:13.0000 10.8 -66.9 33 5.2 MB ISCCD
1989/05/04 00:22:06.7000 11.038 -68.27 16 5.4 MB ISCCD
1989/05/04 00:22:06.0900 11.0727 -68.2637 10 5.4 MB ISCCD
1989/05/04 00:22:06.0900 11.0727 -68.2637 10 5.2 MS ISCCD
1989/05/04 00:22:06.7000 11.038 -68.27 16 5.2 MS ISCCD
1989/05/04 00:22:02.5700 11.362 -68.509 10 5.7 MD ISCCD
1989/05/04 00:21:59.0000 9.7 -69.7 0 5.2 MB ISCCD
1989/05/04 00:21:59.0000 9.7 -69.7 0 5.2 MS ISCCD
1989/05/03 19:27:53.4100 11.196 -60.976 23.9 3.5 MD ISCCD
1989/04/30 21:24:53.5700 11.2926 -67.9635 10 4.2 MB ISCCD
1989/04/30 21:24:52.6000 11.238 -68.053 10 4.6 MB ISCCD
1989/04/30 09:30:15.5600 12.027 -68.101 33 5.0 MD ISCCD
1989/04/30 09:30:10.6300 11.3746 -68.0457 10 4.6 MB ISCCD
1989/04/30 09:30:06.4000 11.758 -68.416 10 4.6 MB ISCCD
1989/04/30 08:23:06.0000 10.4 -64.4 33 5.7 MB ISCCD
1989/04/30 08:22:54.0000 10.96 -68.325 20 5.9 MB ISCCD
1989/04/30 08:22:54.0000 10.96 -68.325 20 6.0 MS ISCCD
1989/04/30 08:22:54.2800 10.9894 -68.3099 20 6.0 MS ISCCD
1989/04/30 08:22:54.2800 10.9894 -68.3099 20 5.7 MB ISCCD
1989/04/30 08:22:53.3000 11.09 -68 10 6.5 MS ISCCD
1989/04/30 08:22:37.0000 6.9 -67.3 0 5.3 MB ISCCD
1989/04/30 08:22:37.0000 6.9 -67.3 0 6.0 MS ISCCD
1989/04/30 00:29:44.9000 11.297 -68.071 10 4.9 MB ISCCD
1989/04/30 00:29:44.9000 11.2125 -68.0719 10 4.2 MS ISCCD
1989/04/30 00:29:44.9000 11.297 -68.071 10 4.2 MS ISCCD
1989/04/30 00:29:44.9000 11.2125 -68.0719 10 4.7 MB ISCCD
1989/04/30 00:29:39.6700 11.659 -68.793 33 5.4 MD ISCCD
1989/04/29 23:52:24.2500 10.859 -62.361 32.7 3.7 MD ISCCD
1989/04/28 00:07:53.5800 13.219 -60.637 86.7 3.2 MD ISCCD
1989/04/25 08:07:59.7400 10.655 -62.584 3 3.8 MD ISCCD
1989/04/21 01:33:42.5800 10.826 -62.385 81.1 3.7 MD ISCCD
1989/04/18 20:30:51.6300 10.836 -62.154 99.1 3.1 MD ISCCD
1989/04/17 03:27:18.5000 11.724 -60.588 51.9 3.3 MD ISCCD
1989/04/15 14:26:43.4400 8.452 -60.676 47.5 6.0 MD ISCCD
1989/04/15 14:26:43.4000 8.5208 -61.0551 36.5 5.7 MB ISCCD
1989/04/15 14:26:43.4000 8.5208 -61.0551 36.5 4.8 MS ISCCD
1989/04/15 14:26:41.2000 8.453 -61.039 23 5.8 MB ISCCD
1989/04/15 14:26:41.2000 8.453 -61.039 23 5.1 MS ISCCD
1989/04/15 14:26:40.1000 8.48 -60.84 14 5.5 MS ISCCD
1989/04/15 14:26:33.0000 7.1 -61.6 0 6.1 MB ISCCD
1989/04/15 14:26:33.0000 7.1 -61.6 0 4.3 MS ISCCD
1989/04/14 07:56:45.1000 6.954 -72.998 150 4.6 MB ISCCD
1989/04/14 07:56:44.7600 7.0126 -72.9563 145.5 4.5 MB ISCCD
1989/04/13 14:14:24.7500 10.989 -62.752 83.9 3.7 MD ISCCD
1989/04/11 19:01:19.2100 11.537 -59.664 51.1 3.8 MD ISCCD
1989/04/11 09:55:49.7800 11.027 -62.097 107 3.1 MD ISCCD
1989/04/10 12:10:34.6300 10.944 -62.555 26.3 3.4 MD ISCCD
1989/04/07 12:57:17.0500 10.625 -61.735 74.7 3.0 MD ISCCD
1989/04/07 12:54:43.5100 6.8241 -72.9885 170 4.8 MB ISCCD
1989/04/07 12:54:41.6000 6.809 -73.036 151 4.9 MB ISCCD
1989/04/04 01:17:37.8000 12.509 -60.305 34.8 3.3 MD ISCCD
1989/04/03 01:45:49.3400 10.525 -62.369 104 4.1 MD ISCCD
1989/04/03 00:26:16.7900 10.285 -60.496 21.7 3.6 MD ISCCD
1989/04/02 23:18:04.6700 12.88 -60.037 67.8 3.3 MD ISCCD
1989/04/02 21:30:32.0800 6.7198 -73.4687 195.5 4.3 MB ISCCD
1989/04/02 21:30:30.7000 6.602 -73.416 189 4.4 MB ISCCD
1989/03/30 01:06:57.2100 10.801 -62.445 105.9 3.2 MD ISCCD
1989/03/29 23:22:26.7500 10.252 -62.569 6.3 3.9 MD ISCCD
1989/03/28 21:37:46.4000 10.852 -62.052 102.5 3.0 MD ISCCD
1989/03/25 16:31:43.6700 6.7461 -73.1181 170.7 4.7 MB ISCCD
1989/03/25 16:31:42.9000 6.762 -73.105 162 4.9 MB ISCCD
1989/03/25 16:31:36.0000 8.1 -70.9 0 4.0 MB ISCCD
1989/03/25 05:06:43.1200 10.707 -63.403 34.6 3.6 MD ISCCD
1989/03/24 16:23:39.9600 10.949 -61.974 64.8 3.5 MD ISCCD
1989/03/23 13:13:23.1100 11.058 -62.11 33.8 3.0 MD ISCCD
1989/03/20 18:25:24.5600 9.578 -62.128 19.2 3.1 MD ISCCD
1989/03/20 01:39:08.6100 10.231 -62.306 .1 4.2 MD ISCCD
1989/03/19 05:46:14.5700 13.053 -60.858 31.2 3.0 MD ISCCD
1989/03/16 03:11:44.8400 10.281 -62.242 .2 3.8 MD ISCCD
1989/03/15 07:42:36.6600 9.878 -60.345 82.5 3.6 MD ISCCD
1989/03/12 13:55:18.8400 11.683 -62.425 144.7 3.2 MD ISCCD
1989/03/08 21:25:00.2700 10.568 -62.683 34.4 3.3 MD ISCCD
1989/03/08 19:25:03.5800 10.717 -62.258 84.8 2.9 MD ISCCD
1989/03/06 13:33:03.8200 10.179 -60.552 107.1 3.3 MD ISCCD
1989/03/05 19:06:13.3400 11.539 -61.53 29.2 3.4 MD ISCCD
1989/02/28 05:38:15.4800 12.664 -60.651 23.8 3.4 MD ISCCD
1989/02/27 23:46:22.3000 6.897 -72.804 141 4.9 MB ISCCD
1989/02/27 23:46:22.6500 6.9244 -72.7978 143.1 4.6 MB ISCCD
1989/02/22 15:17:02.0400 10.703 -62.546 20 3.2 MD ISCCD
1989/02/22 09:28:35.1600 10.727 -62.729 22.6 3.4 MD ISCCD
1989/02/21 14:33:35.2600 11.882 -61.623 76.4 4.3 MD ISCCD
1989/02/21 14:33:35.3000 11.922 -61.532 100 4.4 MB ISCCD
1989/02/21 14:33:35.5000 11.94 -61.5437 104.1 4.4 MB ISCCD
1989/02/16 04:59:58.5300 10.22 -60.412 45 3.2 MD ISCCD
1989/02/14 22:25:41.4000 7.034 -72.885 142 4.6 MB ISCCD
1989/02/14 22:25:40.7700 7.1273 -72.7707 130 4.5 MB ISCCD
1989/02/14 22:25:30.0000 6.7 -72.8 33 4.2 MB ISCCD
1989/02/11 12:49:46.0000 8.6 -72 33 4.4 MB ISCCD
1989/02/11 12:49:42.5200 7.9664 -72.0919 51.3 4.3 MB ISCCD
1989/02/11 12:49:40.3000 7.931 -72.214 33 4.4 MB ISCCD
1989/02/11 00:52:24.9000 6.7882 -73.0534 178.7 4.3 MB ISCCD
1989/02/11 00:52:23.4000 6.837 -73.004 164 4.4 MB ISCCD
1989/02/10 23:39:43.7300 10.27 -62.358 0 3.6 MD ISCCD
1989/02/10 17:55:12.1300 10.733 -62.755 56 3.7 MD ISCCD
1989/02/07 16:21:03.3500 11.293 -61.707 1.2 3.1 MD ISCCD
1989/02/06 09:34:42.3000 11.791 -61.04 29.1 3.5 MD ISCCD
1989/02/05 15:35:12.1900 10.928 -61.415 31.6 3.3 MD ISCCD
1989/02/04 18:32:13.0000 7.957 -72.054 46 4.7 MB ISCCD
1989/02/04 18:32:13.4500 7.9745 -72.0498 49 4.7 MB ISCCD
1989/02/03 13:05:12.9100 11.728 -60.829 55.5 4.5 MD ISCCD
1989/02/03 13:05:12.5000 11.753 -61.186 78 4.7 MB ISCCD
1989/02/03 13:05:12.4800 11.7578 -61.2009 77.4 4.7 MB ISCCD
1989/02/03 13:04:51.0000 8.9 -61.5 0 4.6 MB ISCCD
1989/02/01 22:48:14.5500 10.852 -62.236 83.7 3.5 MD ISCCD
1989/01/30 22:34:46.4200 10.11 -60.298 59.4 3.7 MD ISCCD
1989/01/30 07:45:44.5000 7.882 -72.07 40 5.4 MB ISCCD
1989/01/30 07:45:44.5000 7.882 -72.07 40 4.5 MS ISCCD
1989/01/30 07:45:44.8800 7.9038 -72.0666 41.2 5.4 MB ISCCD
1989/01/30 07:45:44.8800 7.9038 -72.0666 41.2 4.5 MS ISCCD
1989/01/29 03:27:01.2600 10.561 -63.727 0 4.1 MD ISCCD
1989/01/29 01:37:18.5000 6.914 -72.883 135 4.7 MB ISCCD
1989/01/29 01:37:18.6500 6.9431 -72.8963 135 4.6 MB ISCCD
1989/01/25 22:47:22.7800 9.941 -60.515 94.8 3.6 MD ISCCD
1989/01/19 14:43:32.3200 10.828 -62.273 144.8 4.2 MD ISCCD
1989/01/18 18:41:49.1900 10.798 -62.451 68.9 3.4 MD ISCCD
1989/01/17 21:10:08.0000 10.777 -60.231 143.7 3.7 MD ISCCD
1989/01/17 09:05:30.3300 11.932 -61.538 100.8 2.9 MD ISCCD
1989/01/13 10:55:06.9600 11.271 -61.691 10.3 3.2 MD ISCCD
1989/01/07 09:39:33.4000 6.81 -72.979 167 5.0 MB ISCCD
1989/01/07 09:39:33.8600 6.8268 -72.9839 170.4 4.8 MB ISCCD
1989/01/07 09:39:21.0000 6.6 -72.2 33 4.4 MB ISCCD
1989/01/05 16:20:53.3900 10.453 -62.267 3 3.9 MD ISCCD
1989/01/03 11:35:49.9000 11.192 -62.105 5.9 3.4 MD ISCCD
1989/01/02 06:34:22.3600 11.598 -59.149 132.7 3.8 MD ISCCD
1989/01/01 07:03:25.5200 13.814 -60.067 27.5 3.8 MD ISCCD
1988/12/28 02:09:36.8700 6.9804 -73.1161 165.1 4.4 MB ISCCD
1988/12/27 00:44:31.0300 10.43 -62.327 1.8 4.2 MD ISCCD
1988/12/25 18:52:14.2000 7.058 -72.775 108 4.4 MB ISCCD
1988/12/25 18:52:14.4200 7.0795 -72.787 108 4.4 MB ISCCD
1988/12/24 17:57:59.1000 7.102 -72.272 51 4.6 MB ISCCD
1988/12/24 17:57:59.0800 7.1205 -72.2608 51 4.6 MB ISCCD
1988/12/24 17:57:59.0800 7.1205 -72.2608 51 3.6 MS ISCCD
1988/12/24 17:57:59.1000 7.102 -72.272 51 3.6 MS ISCCD
1988/12/24 17:57:56.0000 6.9 -72.8 33 4.6 MB ISCCD
1988/12/21 19:43:04.2900 11.315 -61.707 3.9 3.3 MD ISCCD
1988/12/21 16:37:58.0200 6.9604 -73.1879 171.4 3.8 MB ISCCD
1988/12/21 16:37:56.8000 7.047 -73.198 175 4.2 MB ISCCD
1988/12/16 08:14:05.4200 10.497 -64.69 119.9 4.2 MD ISCCD
1988/12/15 20:17:12.0000 13.6 -60.8 102 5.0 MB ISCCD
1988/12/15 20:16:53.9700 10.993 -62.176 74.5 4.6 MD ISCCD
1988/12/15 20:16:50.0000 10.928 -62.524 94 5.0 MB ISCCD
1988/12/15 20:16:49.7800 10.8692 -62.5204 95.4 4.9 MB ISCCD
1988/12/15 07:27:57.0800 13.593 -60.883 106.5 3.4 MD ISCCD
1988/12/12 02:03:54.2500 13.522 -60.481 29.7 3.4 MD ISCCD
1988/12/11 23:16:09.9200 10.935 -61.168 .4 2.9 MD ISCCD
1988/12/04 04:28:46.5800 11.742 -60.95 66.5 3.5 MD ISCCD
1988/12/04 00:41:26.0000 12.6 -58.9 33 4.6 MB ISCCD
1988/12/04 00:41:04.7000 10.1735 -60.3731 47.7 4.7 MB ISCCD
1988/12/04 00:41:04.7000 10.1735 -60.3731 47.7 4.0 MS ISCCD
1988/12/04 00:41:03.0700 10.188 -60.318 13.8 4.5 MD ISCCD
1988/12/04 00:41:00.9000 9.982 -60.158 31 4.8 MB ISCCD
1988/12/03 15:54:28.5300 10.527 -60.418 64.4 3.1 MD ISCCD
1988/12/02 18:25:21.9200 10.577 -61.042 28.8 3.8 MD ISCCD
1988/11/29 11:23:46.0000 6 -73.4 33 5.8 MB ISCCD
1988/11/25 05:19:26.5500 10.188 -60.329 71.8 3.4 MD ISCCD
1988/11/24 00:33:21.1800 9.99 -60.308 23.6 3.6 MD ISCCD
1988/11/23 08:52:32.7400 6.9428 -72.9944 162.6 4.8 MB ISCCD
1988/11/22 11:17:00.8000 11.034 -61.892 38.7 4.3 MD ISCCD
1988/11/22 11:16:58.0000 10.8899 -61.9568 81.1 4.1 MB ISCCD
1988/11/22 11:16:57.3000 10.842 -62.01 83 4.2 MB ISCCD
1988/11/16 00:45:25.2300 10.507 -62.419 76.4 3.6 MD ISCCD
1988/11/11 04:59:16.1700 10.504 -62.038 14.3 3.5 MD ISCCD
1988/11/09 19:49:49.8100 11.334 -62.254 42.7 3.2 MD ISCCD
1988/11/08 10:15:24.0100 13.386 -61.151 73.1 2.9 MD ISCCD
1988/11/08 09:22:13.0400 13.284 -61.178 9.1 2.6 MD ISCCD
1988/11/08 08:04:31.4600 10.698 -62.338 62.6 3.3 MD ISCCD
1988/11/07 06:24:39.7400 10.463 -60.583 20.9 3.7 MD ISCCD
1988/11/06 17:03:01.5000 8.28 -73.151 182 4.5 MB ISCCD
1988/11/06 17:03:01.2300 8.2618 -73.1161 182 4.2 MB ISCCD
1988/11/04 23:04:00.8200 10.571 -60.644 44.5 3.5 MD ISCCD
1988/11/03 08:49:01.7500 10.739 -62.095 92.7 3.6 MD ISCCD
1988/11/03 01:09:40.2000 6.829 -73.008 154 3.9 MB ISCCD
1988/11/03 01:09:40.8200 6.8733 -73.0164 158.7 3.8 MB ISCCD
1988/11/02 21:02:50.4200 10.185 -60.308 89 3.7 MD ISCCD
1988/11/02 09:19:17.3500 10.257 -60.366 68.4 3.5 MD ISCCD
1988/10/30 17:25:20.0000 10.162 -60.324 27.3 3.8 MD ISCCD
1988/10/29 08:32:40.0200 10.312 -60.324 82.8 3.5 MD ISCCD
1988/10/29 02:23:21.4800 10.19 -60.477 71.9 3.7 MD ISCCD
1988/10/28 08:40:12.3100 8.6603 -73.1761 116.7 4.5 MB ISCCD
1988/10/24 23:27:44.2700 10.252 -60.342 37 3.2 MD ISCCD
1988/10/24 16:21:19.7000 9.098 -63.675 33 4.1 MD ISCCD
